batch,account_name,account_number,user_id,amount,status
1,Kahfi,a7e38641-f266-4393-a490-9eeb1a6adcc3,2,455,Active
1,Wicaksono,aaa3de3a-f3b6-4feb-8e08-09d28478a702,1,505,InActive
1,Kahfi,86bd91f1-f157-4050-8adc-c081022a5962,3,527,Active
1,Wicaksono,b1496e13-7647-469e-9f1a-b78a72add975,3,590,InActive
1,Kahfi,543ac781-c497-4ace-a032-82e6d493e19b,3,860,InActive
1,Wicaksono,b96a22c3-525f-4a88-ad4a-27d40661845a,2,728,Active
1,Adit,0ea23849-ed30-4967-885e-1b06228bccd1,2,959,InActive
1,Adit,9622c49b-100c-49f0-8f87-9f0cde92e1de,2,679,InActive
1,Adit,4e8515a7-af8e-4b14-b82c-d17fefe571a0,1,852,Active
1,Kahfi,6a6a3407-f74d-425e-bd6d-d281c0e15086,1,299,Active
1,Kahfi,61ddab7d-8dde-4e20-b818-05e131b983e5,2,99,InActive
1,Adit,b093374e-b2e0-4235-814c-067494ffa911,1,986,InActive
1,Wicaksono,8a92d64e-98b9-4a55-a021-8892da3da48c,2,576,InActive
1,Adit,72f2d371-cd8c-436f-9b42-0a2d938aba10,1,176,InActive
1,Kahfi,4b14ca48-30e2-47a6-9299-b7204e933660,2,285,InActive
1,Kahfi,f93a2e80-7a13-4e62-9997-745aed6c34fe,2,791,Active
1,Wicaksono,8c96804a-2e99-453b-8686-6ab4aa4c89e7,2,236,Active
1,Wicaksono,1d54b1dd-1dc2-4a31-b45f-e177301608ee,3,325,InActive
1,Kahfi,27ebde24-5062-4f65-9938-edcf84bbfbd8,3,50,InActive
1,Wicaksono,b931d1b8-68cb-4b65-93e3-1b83dc9255e5,1,72,InActive
1,Kahfi,c985d908-9218-41a6-9c9b-294d52207481,2,510,Active
1,Wicaksono,35f41f05-dc7a-4e49-9d9c-78f2dc6b26ee,2,336,InActive
1,Adit,b473f513-81bc-4008-a4b3-90cef8696a69,2,85,Active
1,Wicaksono,1d416641-2305-4507-843e-ad7410f69c9f,1,605,Active
1,Adit,75f2e259-afce-45fb-8263-099183363246,2,980,Active
1,Adit,440e28f6-15d7-480e-ab48-3817a7dec83c,2,439,InActive
1,Kahfi,4a3f8f40-86a0-4f74-8105-e928e0221a96,1,334,InActive
1,Kahfi,b8774f9f-91c8-46f8-ad53-a979edf173a1,1,488,InActive
1,Wicaksono,1ef805c2-8126-4d12-81ea-e0557706108f,1,302,Active
1,Adit,e9c7c594-6d15-4b44-bd14-396af99d3775,3,584,Active
1,Kahfi,a33bbf5c-e005-4008-a4ea-1d170dd26dff,1,489,Active
1,Adit,b773ee60-b8b2-41ed-b497-a21126e87545,1,129,InActive
1,Wicaksono,0288ef28-8be6-40e4-b4bc-9606518e2d47,1,793,Active
1,Adit,21c427c0-f1a5-481a-b2cc-a1ccee8eee2b,2,199,InActive
1,Adit,efd36619-cc86-4e47-b960-c67c321426b3,2,219,InActive
1,Kahfi,1dd635dc-ec10-413a-b09f-4b1a606ed426,1,280,InActive
1,Kahfi,f3912344-c637-425c-b135-c38955575ac4,3,449,Active
1,Wicaksono,0d27fd7d-5451-4eab-bcad-df8cbd6cbd81,3,688,Active
1,Wicaksono,e277b03e-cd81-4ae1-bb12-d7a392f70785,1,396,Active
1,Adit,b12e4bb8-16f9-45b2-908c-46e2b2fc39a0,3,538,InActive
1,Wicaksono,eba4ec51-8e53-42a3-a098-4881c2a4b07f,2,777,InActive
1,Kahfi,9a68755e-d2a0-4b4c-80db-2627ddd289a1,2,425,InActive
1,Wicaksono,b6674df7-3d8c-44f0-a396-58596a4036e0,3,950,InActive
1,Kahfi,8d83129f-f0a2-4739-ab4d-cd93063b4a55,2,307,InActive
1,Adit,6f7b8838-4d01-45a9-9918-eb3a6771dc63,1,576,InActive
1,Wicaksono,d42c91e1-9bd5-4a1e-851e-9c288ed6ea77,1,678,InActive
1,Wicaksono,4c28823d-202e-4841-bbbd-5b44150e6e5a,2,663,Active
1,Adit,2ac770d4-0cfe-482d-9130-2350a3ab5b46,2,10,Active
1,Wicaksono,117af139-6014-4166-aaee-12f3104ddb12,3,260,Active
1,Wicaksono,3dbc4c12-31ca-4b12-8771-65e2766d99df,2,72,Active
1,Kahfi,8a66308e-e5dd-44ab-88c6-e0ad52a8bb19,2,273,Active
1,Wicaksono,c3f37932-dca1-43ec-a060-207075db61ff,2,301,Active
1,Wicaksono,0f60f4ac-2c4f-4414-a1de-b3c9a038432c,3,965,Active
1,Kahfi,31855e1e-20e7-40cf-b517-1aa8c08e336b,1,175,InActive
1,Wicaksono,6ee70442-8a2d-48b2-a5b4-c28451f17826,3,364,Active
1,Wicaksono,c5640dee-3a21-4516-bb3b-b2324057ce95,2,904,Active
1,Adit,38fb2912-fe18-43ee-979a-941f0d4f13c5,1,458,Active
1,Kahfi,a00c41d6-e8e7-4ac6-93f7-bb6409559f9b,1,467,Active
1,Wicaksono,c7d5ec3a-22d6-41ca-9f5f-aa4c31a7c4a6,1,34,Active
1,Adit,b4c5d8be-f03d-40bf-9f3c-929d5a47b8f6,3,515,InActive
1,Kahfi,4faf04d6-9249-4154-a972-70559f15bb7f,3,53,InActive
1,Wicaksono,96f44854-a3b0-4d61-b962-bcea1a64b164,2,292,InActive
1,Adit,38b1226e-d385-4c1c-ae72-811c7e136b4b,1,155,Active
1,Kahfi,4d686715-d81c-4a7d-85b9-421df473f33e,1,49,Active
1,Adit,f783b2fc-7303-4ce8-a3f4-f8c99acabaf8,3,925,Active
1,Wicaksono,3b9daa0a-b3d6-4a4a-8882-6565bd44dcfa,3,515,Active
1,Kahfi,f00d66fc-8ca8-40ad-8a5a-b6940d71ce7d,1,899,InActive
1,Wicaksono,9d2aaae2-184c-4b6a-8767-dc4ffff5a723,1,978,InActive
1,Kahfi,47d75e35-2b9e-44f8-8dd7-b7bf20079e1a,1,467,Active
1,Kahfi,ffbd6762-0e68-4c6b-a7c1-d10f4e548283,2,809,Active
1,Kahfi,e0011a60-a782-4f91-bc38-b0506ecf5485,3,789,InActive
1,Wicaksono,e56e98c8-c800-4487-aea8-804b12ef9c9c,2,860,InActive
1,Wicaksono,020cd3ae-e4f7-4346-997e-81286f10d6ba,1,436,InActive
1,Kahfi,1c03b479-1d27-41ca-9930-8ea54deaf33e,1,205,InActive
1,Adit,700856a5-df1e-4d9f-9a0f-0574ae9c4e69,1,784,Active
1,Wicaksono,593c591e-c468-4393-ab6b-efef3b474aad,3,725,Active
1,Wicaksono,87492848-1b28-46b2-859e-f04f70699c33,1,714,Active
1,Wicaksono,9e7d3b0b-3467-48ba-8a1b-90b804238bd6,1,72,Active
1,Kahfi,f7c9d4d5-2e4b-4079-8aa2-702749fe287a,1,827,Active
1,Kahfi,c2df60df-c1dd-4a9b-b247-05454afe572f,3,782,Active
1,Adit,8f2feb3b-349b-4945-947c-aca2de5ebd41,1,870,InActive
1,Wicaksono,369cce25-3981-4674-bcf9-2537dc95b049,1,264,InActive
1,Kahfi,82ea430b-8bfb-4b5b-94b8-bce384f191f9,2,474,Active
1,Kahfi,25f8a48e-ade1-44a7-8f15-e64b31f635d6,1,171,InActive
1,Wicaksono,bd125254-a6e7-4fd6-bd28-5427e131571e,1,418,InActive
1,Adit,1b874bb6-6ee1-441b-83a7-cdd3366a42cc,1,868,Active
1,Adit,19141764-e435-4275-9b98-b9daae742332,2,695,Active
1,Wicaksono,278f2fc7-973b-4abf-b4ce-6c09c216753a,1,932,Active
1,Kahfi,c21d9b15-0e45-4415-abb8-a28da595bbd5,2,415,Active
1,Wicaksono,4377ce26-aea7-4cca-914e-3a960e679479,3,71,Active
1,Wicaksono,ca67c708-5c3f-46e3-a0d8-a01549ee69ab,2,440,InActive
1,Adit,a0cc1ac9-d7c5-4f32-acdb-1de0d68b5396,1,521,Active
1,Kahfi,ba4b554f-372e-449f-bd2b-5614ba3697f7,1,916,Active
1,Kahfi,f7ca6a75-2b85-49cd-bb97-09bed468bc0e,1,426,Active
1,Kahfi,72cd554b-ce9a-4fd2-8c77-94df2da1003a,1,833,InActive
1,Kahfi,1fc7e627-dd00-4657-822a-c868178f363b,2,160,InActive
1,Adit,643522aa-748a-4aad-8d8b-fe684cf414c9,3,742,Active
1,Adit,751ba1e3-6509-4654-8bdb-9a553c0451c6,2,525,InActive
1,Wicaksono,86b6e19d-fab0-46db-858c-cd0cbbd006ba,1,350,Active
1,Adit,fa68cb4d-21d0-4c8a-bcbf-0ba4085d21a3,2,214,InActive
1,Kahfi,1ee0c1de-4146-4664-b1c7-56f2d67801aa,1,32,Active
1,Kahfi,2cd28082-21a2-4b33-996e-7504f21e7679,1,529,InActive
1,Wicaksono,c189d29b-25c9-4e29-82d1-4041ab467146,1,520,Active
1,Adit,e0883d4f-efd1-41d5-bba8-f5d7e64d67cc,1,602,InActive
1,Wicaksono,17f6ddc6-3836-49b4-9a46-5c1ddee39344,1,128,Active
1,Kahfi,3e422edc-888d-401d-b896-c254da22f49a,1,666,InActive
1,Kahfi,c0028758-a6f4-4bbf-8756-cc204a3f6008,1,672,InActive
1,Wicaksono,12c1c6ed-0c28-49ab-97da-9ca21d8e355a,2,356,InActive
1,Adit,0bdc6b61-5ea6-4b79-bc4e-e25cd38d6f72,1,98,InActive
1,Kahfi,c60028d0-2f66-4c36-9a10-85e06937d21d,3,775,InActive
1,Wicaksono,3a6848bb-dfa3-404f-ad2b-3adb0801eb8e,3,96,Active
1,Adit,c351487a-af1a-46a2-a7ef-c4d1f36c870f,1,697,InActive
1,Wicaksono,02dc13a3-8f0d-4dfe-9778-33add1092101,1,697,Active
1,Wicaksono,bfb3196a-aa4c-4ac8-a2c5-d94d51c1b9f9,1,16,Active
1,Kahfi,416783d1-ba9b-4674-a4a6-d799787550e0,2,282,InActive
1,Wicaksono,b31ed418-3a57-4f55-a588-f3a935b47fbb,2,942,InActive
1,Kahfi,24852f34-5c9c-49b8-acc0-067a2c53a67b,2,123,InActive
1,Adit,efed979e-987b-4aac-abc7-bb38c7a7751b,1,65,Active
1,Wicaksono,c54d5d18-1a68-48f5-8877-4ce35f1be90a,1,850,InActive
1,Kahfi,41fc7625-79f5-49e6-adc5-9e0c60ab1a26,3,357,Active
1,Wicaksono,b33aca07-a17b-46db-9c40-19f20dc51b3f,2,808,Active
1,Adit,4706ad35-23a1-4e2d-a6e3-07e1f54f7f76,3,857,InActive
1,Kahfi,c99fa2ba-38be-4f9a-b783-e7d694c60800,2,154,Active
1,Adit,6f73e4f8-1c93-4042-9820-44eb3cb74762,3,981,Active
1,Kahfi,3feb0c6b-731a-421a-8b86-cd0ebb068e9a,3,795,Active
1,Adit,5ea25daa-bed6-4983-9b3c-0b7059ba973d,2,823,Active
1,Kahfi,e2bd7bf6-a9bd-4e81-87e6-86f5c9b1d7b2,1,419,InActive
1,Adit,dca0b1d4-f8ed-4955-834b-0668d5727d84,3,163,InActive
1,Adit,b6652dd4-3ec6-451c-bb97-7a35db6af7f4,3,36,Active
1,Kahfi,dbae0c8b-fdb1-4a8d-9cc5-3e4a1aba0ccd,3,252,InActive
1,Kahfi,3387cfb3-f89f-4c86-8fb6-68e01eb5f347,3,575,InActive
1,Adit,4fa28d9b-008f-4b1f-9c6a-f3677a889de5,1,548,Active
1,Kahfi,f446d76d-fb14-458e-913c-2bfe53dd21d3,3,285,InActive
1,Kahfi,511c1c25-0e5d-4b51-8f42-965d639e6c7a,2,656,InActive
1,Kahfi,b35411fe-6f25-461f-9215-d1dd1cb2d7d0,3,23,Active
1,Adit,ee0e820a-be9d-478c-aa64-cbf94b055bf2,1,932,Active
1,Wicaksono,30f35d59-ddaf-43e8-a2b5-39722b8920b2,2,732,Active
1,Adit,c78f574d-c788-4351-af77-324013d840f0,3,767,Active
1,Adit,94003aac-ad18-46f5-bbd6-6c342e41128a,2,724,Active
1,Adit,4c777e89-5c77-4b91-9468-093cf34826e8,2,90,Active
1,Kahfi,19026d5c-fa2a-441b-8ed3-be786e37b090,1,194,InActive
1,Wicaksono,2b62a300-cb4f-4914-87b4-5d7efa19ee2d,2,565,InActive
1,Adit,5b09b62e-bb3f-479e-b9fa-3b40efa2a3aa,3,940,InActive
1,Adit,b2502c49-7ed8-4d63-9230-47e4b0b862c7,3,469,Active
1,Kahfi,1dbbb860-088a-4d6a-900d-e88b42517449,1,177,InActive
1,Kahfi,a1e9e13c-4834-4796-870e-76d48c9e8144,1,431,InActive
1,Adit,faafa4a1-e412-42b2-badf-ec9ad64dcd33,3,26,Active
1,Kahfi,b69fbefa-4640-43a5-af71-decd89800a5d,3,579,InActive
1,Kahfi,1e7be6d9-0571-452b-813f-bc9179b704d3,1,327,Active
1,Adit,8bff57e6-3e6d-4d69-b6e7-7cfe9a0aab9d,2,693,Active
1,Kahfi,c477b256-fa74-409d-946f-246700788728,3,342,InActive
1,Kahfi,3e90c244-205b-46a6-900c-a6f6fe4fea29,2,789,Active
1,Wicaksono,b4abad80-11a9-48fd-bc6f-46ebf55d7971,3,415,Active
1,Adit,3e668f93-dd64-4821-b69f-48b095135397,2,227,Active
1,Wicaksono,6b838fd3-64f4-4543-b5e9-40b090a2f6dc,1,86,InActive
1,Wicaksono,23cb0de7-f3f4-4394-9b40-3f8bbf0fb69f,3,135,Active
1,Adit,10376db7-57e1-40ce-9f19-aab72879d4c6,2,367,Active
1,Adit,eb56441a-6a29-4747-ba7b-e187476f9cc7,1,978,Active
1,Kahfi,4d1cc25b-498e-4133-a51e-45ecbad9af1b,3,555,Active
1,Adit,9a6183dd-0d2b-4161-86e7-293d91b5d153,3,513,Active
1,Wicaksono,b8df1c13-a7b2-46c1-942d-0693b47a1b1a,2,601,Active
1,Kahfi,0c6dde90-2cbf-41b7-b352-468cf0bd0721,2,684,InActive
1,Kahfi,f2b359e9-a1c0-410d-ab51-301a7568bc48,1,124,Active
1,Adit,1f357258-d2c8-4a6b-ba39-c14135c9b42e,3,744,InActive
1,Kahfi,c499b604-05a9-4aec-b27d-c544b36ea6de,1,184,Active
1,Kahfi,2663cd6a-10f5-4759-ba31-360d9159ec91,1,902,InActive
1,Wicaksono,bd244a35-759c-4bfb-9838-cb2431ad4826,1,491,Active
1,Adit,65b9dafe-5224-4fcc-b59f-91a42480adb3,2,227,InActive
1,Wicaksono,2943c1b4-ce23-42e8-a75f-ffc92099df1f,1,279,InActive
1,Kahfi,4bc06feb-b723-4422-9157-9b1abda496cf,2,24,Active
1,Kahfi,cf988d3c-298b-4aa3-8f3a-017d11e4ba7e,2,52,InActive
1,Adit,e5d05b47-7b82-47d7-8a5c-172f9f37e2cf,2,263,InActive
1,Kahfi,2d38d739-a1c1-4865-81e7-b2c315755a34,1,272,Active
1,Wicaksono,a1a3fb8b-cffc-4392-9d0e-fbf0e13456e2,1,951,InActive
1,Kahfi,393c4c0d-af48-462c-b94f-7d38ea4cc541,1,966,InActive
1,Wicaksono,fced57f1-2bab-470e-93e2-66626f183f3f,3,114,InActive
1,Wicaksono,28122175-d0cc-4f12-b8ba-6157e48751f8,2,368,InActive
1,Wicaksono,13002ee8-3cd2-49c7-aae7-3147efaead11,1,87,Active
1,Adit,414b2e0e-ec3b-4dfb-88c7-1e574a9ec824,2,340,Active
1,Adit,68bd0e62-eee5-4669-bb26-60490668530d,1,392,InActive
1,Kahfi,6f769fe7-8172-44e7-93b5-7a34a0fb4982,2,33,InActive
1,Wicaksono,b1a678f8-82a2-438d-a0b6-d047d6b2d262,1,432,Active
1,Kahfi,35bbcea0-cc9b-4aba-8aff-4f948c21252b,2,33,Active
1,Kahfi,44153b87-240d-46ef-ab19-b7a266e4617a,2,949,InActive
1,Kahfi,465db705-31c9-45a7-aa15-18274ece4e98,1,369,InActive
1,Wicaksono,55894040-6687-4345-a3d3-4bc8419272ea,1,927,Active
1,Adit,4e3ddb9f-5b18-4596-9419-2e3a1b52ff97,3,841,InActive
1,Adit,2c2259bf-8ccf-4ee9-b904-947a99cbb735,3,727,InActive
1,Kahfi,fe065c71-2b1c-43b6-ac40-f6eec5b576c4,3,319,Active
1,Adit,1629eaa3-f145-4613-88f0-77154fed8ba1,2,435,Active
1,Adit,ddff9b05-4766-42e4-a0f4-f5a041386176,3,672,Active
1,Adit,7aba9425-ba04-4bfa-98b9-40f95485dc06,1,933,Active
1,Wicaksono,3a920e81-13f5-4018-bd5e-0c94f7a15154,2,621,Active
1,Kahfi,fb8e9f24-1201-42da-abba-01eb9b4c9061,3,265,Active
1,Wicaksono,05aa4fd4-8f83-4dd0-9d86-5d3ff7d70e62,2,44,Active
1,Adit,5c367e2b-37be-4b57-b5ba-d214eb2883c2,3,489,InActive
1,Wicaksono,4653cc9f-5960-4cbf-aee0-cd3979921ac5,2,462,Active
1,Adit,14cac952-c1ae-4caf-81d6-6a99f347c93c,2,963,InActive
1,Adit,56a247c9-e122-4eba-9f9f-fb6b1db34c78,2,277,InActive
1,Kahfi,35f33098-265d-469c-b964-2710228d3b02,3,549,Active
1,Wicaksono,9f590cbe-5587-4bdf-8d0f-23643da9588c,2,945,Active
1,Kahfi,44bfe088-25af-493c-87bb-fa337be08136,3,700,InActive
1,Kahfi,91f74536-4543-49fe-adf4-b7f9beeeded9,1,620,Active
1,Wicaksono,5e769e48-639a-470b-927f-53c8d2fbb01c,3,966,InActive
1,Kahfi,91277cdd-607b-40ba-a0ed-dc7a688bf3d9,3,697,Active
1,Wicaksono,190ba239-4314-42b7-bff7-bec3cf123031,3,239,InActive
1,Wicaksono,f9625044-ad60-4cd3-aa80-844cf2dc30b8,2,967,Active
1,Wicaksono,83c6438e-d038-4f5a-ab9d-5497c41a90ee,1,322,Active
1,Kahfi,106790fb-efb3-4709-8619-aa717b044e77,1,156,InActive
1,Kahfi,ebc35a35-7708-49d0-86cf-c82b968d37f1,1,668,Active
1,Wicaksono,bdd88040-9acf-4727-a194-e0a16f475fbe,1,552,InActive
1,Wicaksono,12e5d2df-f71f-4dde-82ff-8bf5380dce09,2,436,Active
1,Wicaksono,d474522d-de8c-4f1a-9484-92c7a413daec,3,826,InActive
1,Adit,85374f58-8823-4566-88b2-b0c6c3dd6004,3,529,InActive
1,Wicaksono,f56fe769-4875-4880-bde6-99978c654118,2,904,InActive
1,Kahfi,37de5655-0de0-4364-b092-0787eaae112b,2,112,InActive
1,Adit,4e85758f-d959-426a-858c-2e26055ac0f8,2,579,InActive
1,Kahfi,6eb061d6-ced7-4252-804a-aeaf7b58f001,2,652,Active
1,Adit,342d31a5-c87c-4163-910e-d69d147393a7,2,788,InActive
1,Kahfi,fb85c582-36c7-484c-b1c1-e83b622a033a,3,872,InActive
1,Kahfi,1244ef83-5e05-4f8c-9911-59bbe5fa717f,1,678,InActive
1,Adit,f0c64163-6819-4099-af1f-1dff5661bce3,3,768,Active
1,Kahfi,aa0429e1-1ac7-4afe-9cf4-082f6d587645,2,277,Active
1,Adit,f42ad3a1-9b19-406f-9c2e-4001e27a6aed,1,941,Active
1,Kahfi,e5ec8f37-6937-402f-a2d6-4e4887de73a6,2,904,InActive
1,Adit,060dba9b-4066-4a2a-8faf-a15b52f18b26,2,55,Active
1,Kahfi,79006128-50a0-4ce4-a907-938ba22f7753,3,838,InActive
1,Adit,5fffabda-6667-41e6-ba0a-2d9779ffd396,1,27,Active
1,Kahfi,0a4787e5-fb5a-48bd-a1b9-6f8f6f860724,2,399,Active
